xefofo4412.dat PARSEC 0.0458372   0.00807741     0.375939     0.157957     -1.20748     0.037583   -0.0156907      6.86682  1.02224e-05  0.000230291      17.1029      17.8025 [200 panels, half cosine x-spacing]
  0.061847   -0.014161                                                                                                                                                                                            
  0.069629    -0.01322                                                                                                                                                                                            
  0.077836    -0.01208                                                                                                                                                                                            
   0.08646   -0.010761                                                                                                                                                                                            
  0.095492  -0.0092814                                                                                                                                                                                            
   0.10492  -0.0076646                                                                                                                                                                                            
   0.11474  -0.0059335                                                                                                                                                                                            
   0.12494  -0.0041118                                                                                                                                                                                            
   0.13552  -0.0022234                                                                                                                                                                                            
   0.14645  -0.0002918                                                                                                                                                                                            
   0.15773   0.0016604                                                                                                                                                                                            
   0.16934   0.0036118                                                                                                                                                                                            
   0.18129   0.0055426                                                                                                                                                                                            
   0.19355   0.0074347                                                                                                                                                                                            
   0.20611   0.0092724                                                                                                                                                                                            
   0.21896    0.011042                                                                                                                                                                                            
   0.23209    0.012733                                                                                                                                                                                            
   0.24548    0.014337                                                                                                                                                                                            
   0.25912    0.015846                                                                                                                                                                                            
     0.273    0.017259                                                                                                                                                                                            
   0.28711    0.018572                                                                                                                                                                                            
   0.30143    0.019787                                                                                                                                                                                            
   0.31594    0.020905                                                                                                                                                                                            
   0.33063    0.021932                                                                                                                                                                                            
   0.34549    0.022871                                                                                                                                                                                            
    0.3605    0.023729                                                                                                                                                                                            
   0.37566    0.024512                                                                                                                                                                                            
   0.39093    0.025227                                                                                                                                                                                            
   0.40631    0.025881                                                                                                                                                                                            
   0.42178    0.026482                                                                                                                                                                                            
   0.43733    0.027033                                                                                                                                                                                            
   0.45295    0.027542                                                                                                                                                                                            
    0.4686    0.028012                                                                                                                                                                                            
   0.48429    0.028447                                                                                                                                                                                            
       0.5    0.028848                                                                                                                                                                                            
   0.51571    0.029216                                                                                                                                                                                            
    0.5314    0.029551                                                                                                                                                                                            
   0.54705    0.029852                                                                                                                                                                                            
   0.56267    0.030115                                                                                                                                                                                            
   0.57822    0.030336                                                                                                                                                                                            
   0.59369    0.030513                                                                                                                                                                                            
   0.60907    0.030639                                                                                                                                                                                            
   0.62434    0.030708                                                                                                                                                                                            
    0.6395    0.030717                                                                                                                                                                                            
   0.65451    0.030657                                                                                                                                                                                            
   0.66937    0.030526                                                                                                                                                                                            
   0.68406    0.030317                                                                                                                                                                                            
   0.69857    0.030027                                                                                                                                                                                            
   0.71289    0.029653                                                                                                                                                                                            
     0.727    0.029191                                                                                                                                                                                            
   0.74088    0.028643                                                                                                                                                                                            
   0.75452    0.028006                                                                                                                                                                                            
   0.76791    0.027284                                                                                                                                                                                            
   0.78104    0.026479                                                                                                                                                                                            
   0.79389    0.025595                                                                                                                                                                                            
   0.80645    0.024637                                                                                                                                                                                            
   0.81871    0.023612                                                                                                                                                                                            
   0.83066    0.022528                                                                                                                                                                                            
   0.84227    0.021393                                                                                                                                                                                            
   0.85355    0.020215                                                                                                                                                                                            
   0.86448    0.019005                                                                                                                                                                                            
   0.87506    0.017773                                                                                                                                                                                            
   0.88526    0.016528                                                                                                                                                                                            
   0.89508    0.015281                                                                                                                                                                                            
   0.90451    0.014042                                                                                                                                                                                            
   0.91354     0.01282                                                                                                                                                                                            
   0.92216    0.011623                                                                                                                                                                                            
   0.93037    0.010462                                                                                                                                                                                            
   0.93815   0.0093419                                                                                                                                                                                            
    0.9455   0.0082709                                                                                                                                                                                            
   0.95241   0.0072544                                                                                                                                                                                            
   0.95888   0.0062975                                                                                                                                                                                            
   0.96489   0.0054043                                                                                                                                                                                            
   0.97044   0.0045779                                                                                                                                                                                            
   0.97553    0.003821                                                                                                                                                                                            
   0.98015   0.0031351                                                                                                                                                                                            
   0.98429   0.0025215                                                                                                                                                                                            
   0.98796   0.0019807                                                                                                                                                                                            
   0.99114   0.0015129                                                                                                                                                                                            
   0.99384   0.0011181                                                                                                                                                                                            
   0.99606  0.00079582                                                                                                                                                                                            
   0.99778  0.00054578                                                                                                                                                                                            
   0.99901  0.00036754                                                                                                                                                                                            
   0.99975  0.00026075                                                                                                                                                                                            
         1  0.00022518                                                                                                                                                                                            
